	WORD	CEFR	CLUE
125	activement	c1	['in an active manner', 'in an effective manner']
126	activer	b1	['make active or more active', 'make (substances) radioactive', 'aerate (sewage) so as to favor the growth of organisms that decompose organic matter', 'make more adsorptive', 'render capable or able for some task', 'cause to operate by flipping a switch', 'arouse again']
127	activité	c1	['any specific behavior', 'translating an idea into action', 'the most important or interesting work or activity in a specific area or field', 'the exercise of a profession', 'systematic training by multiple repetitions', 'the trait of being active; moving or acting rapidly and energetically', 'a rightful concern or responsibility', 'customers collectively', 'an organic process that takes place in the body', 'a process existing in or produced by nature (rather than by the intent of human beings)', 'the state of being active', '(chemistry) the capacity of a substance to take part in a chemical reaction']
128	actualiser	b2	['modernize or bring up to date', 'bring to the latest state of technology', 'bring up to date; supply with recent information', 'provide with nourishment', 'lengthen or extend in duration or space']
129	actualité	c1	['the quality of being sufficiently interesting to be reported in news bulletins', 'the attribute of being of interest at the present time', 'a program devoted to current events, often using interviews and commentary', 'information about recent and important events', 'information reported in a newspaper or news magazine']
130	actuel	c1	['presently existing in fact and not merely potential or possible', 'occurring in or belonging to the present time', 'being or existing at the present moment', 'belonging to the present time', 'currently happening', 'of interest at the present time', 'reflecting the latest information or changes', 'being or in accordance with current social fashions', 'pertaining to the surface of a body part', 'temporal sense; intermediate between past and future; now existing or happening or in consideration', 'of or relating to or arranged by topics', 'a steady flow of a fluid (usually from natural causes)', 'dominant course (suggestive of running water) of successive events or ideas', 'a flow of electricity through a conductor']
131	actuellement	c1	['at this time or period; now', 'in these times; - Nancy Mitford', 'on this day as distinct from yesterday or tomorrow', 'the day that includes the present moment (as opposed to yesterday or tomorrow)', 'the present time or age']
132	adage	c1	['a condensed but memorable saying embodying some important fact of experience that is taken as true by many people']
133	adaptable	a2	['capable of adapting (of becoming or being made suitable) to a particular situation or use']
134	adaptation	a2	['(physiology) the responsive adjustment of a sense organ (as the eye) to varying conditions (as of light)', 'the act of making something different (as e.g. the size of a garment)', 'a written work (as a novel) that has been recast in a new form', 'the process of adapting to something (such as environmental conditions)']
135	adapter	c1	['bring into a different state', 'adapt or conform oneself to new or different conditions', 'make less severe or harsh or extreme', 'make correspondent or conformable', 'set the level or character of', 'make fit for, or change to suit a new purpose', 'fit for a specific purpose even when not well suited', 'adjust to a specific need or market', 'give or assign a resource to a particular person or cause', 'make an alteration to', 'be agreeable or acceptable to']
136	additif	c1	['characterized or produced by addition', 'designating or involving an equation whose terms are of the first degree', 'something added to enhance food or gasoline or paint or medicine']
137	addition	c1	['the act of adding one thing to another', 'the arithmetic operation of summing; calculating the sum of two or more numbers', 'a component that is added to something to improve it', 'the bill in a restaurant', 'a suburban area laid out in streets and lots for a future residential area', 'something added to what you already have', 'a quantity that is added']
138	adduction	b2	['(physiology) moving of a body part toward the central axis of the body']
139	adepte	c1	['someone who travels behind or pursues another']
140	adhérent	b1	['sticking fast', 'something added to what you already have']
141	adhérer	b1	['follow through or carry out a plan without deviation', 'adopt as a belief', 'sign as evidence of legal transfer', 'come or be in close contact with; stick or hold together and resist separation', 'stick to firmly', 'be loyal to', 'be a devoted follower or supporter', 'be compatible or in accordance with']
